"Sentence","labels"
"PTCRA is the member of the pre-T-cell receptor complex , which regulates early T-cell development .",1
"Aggregated at the pathway level , the relative abundances of approximately 25 % of KEGG pathways differed between children and adults , including some previously linked to host development , metabolic syndrome , and inflammation .",0
"Weight loss itself may be the most critical factor for reducing the chronic inflammation associated with increased breast cancer risk and progression .",1
"As the experts can determine the images simulated with SimuCell as simulated , further evaluations are only done with images simulated with our approach .",0
"Universal PCR amplification was then performed , creating fluorescently labeled products identifiable by their unique MSO sequence .",0
"A multi-centre , international intergroup study is undergoing protocol development .",0
"Complications from falciparum malaria are responsible for over one million infant deaths annually .",1
"The inducible clindamycin resistance is responsible for treatment failure of the infections caused by aureus treated with clindamycin , as it can not be detected in the routine laboratory tests if the erythromycin and clindamycin are not kept adjacent to each other while performing antimicrobial susceptibility testing .",1
"Our findings suggest that sequential bilateral rTMS is superior to sham rTMS however , adjusting for coil-to-cortex distance did not yield enhanced efficacy rates .",0
"A recent large study of Swedish and Danish Twin population registries found evidence of individual-specific environmental factors in males whereas the correlations in females were due to genetic factors .",1
"It has been suggested that the binding of an antibody to the surface of a HSC may influence cell proliferation and differentiation by activating intracellular signaling pathways .",1
"Regarding gender , it seems that men respond better to MTX than women : in the systematic review by Drouin et al , the authors found that male gender was associated with a better clinical response to MTX both in early and established RA .",1
"Future studies are needed to enhance the NRE intervention to be more efficacious and tailored for HF patients and test the efficacy in a larger sample of HF patients .",0
"The quantitative risk estimates also support the potential clinical benefits of IMPT for left-side BC irradiation due to lower risk of cardiac and pulmonary morbidity .",1
"Low-dose ketamine administered during anaesthesia induction did not exert any evident anti-inflammatory effect in terms of reducing the serum concentrations of pro-inflammatory markers in low-risk patients undergoing OPCAB .",0
"A longer postoperative analgesia was observed in group R5 compared with R3 .",0
"The model can therefore be used to estimate the proportion of a mortality decline over a certain time span that might be attributed to specific treatments or risk factor changes .",0
"The main drawback in its use to design clinical treatments stems from the unsupported belief that it was explanatory of `` all '' the natural history of tumors in the subclinical phase and the clinical phase .",0
"Angle closure can be associated with good visual prognosis , provided it is detected early and the appropriate treatment given .",1
"Foods containing diacylglycerol oil promoted weight loss and body fat reduction and may be useful as an adjunct to diet therapy in the management of obesity .",1
"The AHH activity of lung cancer patients seems more sensitive to induction by polycyclic aromatic hydrocarbons than that of noncancer patients .",0
"However , the success of SLAHMMs in improving the combined search results indicates that , in some superfamilies , there are underlying sequence patterns that are sufficient for the construction of effective models .",1
"Clinical trial registration information The study is listed on the Current Controlled Trials Registry : ISRCTN41388968 .",0
"Participation in the MOMS program reduced pregnancy-specific prenatal anxiety for the dimensions of Identification With a Motherhood Role and Preparation for Labor .",1
"Adding morphological information also increased support for the placement of Prodidactidae in Hyblaeoidea .",1
"Although there was only a small difference between the percentage of patients experiencing the composite morbidity endpoint in the 2 study groups , the resulting 90 % CI was too wide to conclude equivalence .",0
"With the appearance of the antifungal resistance , novel antifungal agents need to be identified .",0
"Previous work by Hellgren et al has shown that maternal serum cortisone : cortisol ratio was a better predictor of offspring birth weight than cortisol measured in isolation .",0
"In addition , changing medication from PT to NPT might improve subjective satisfaction and tear break up time .",1
"The use of a patellar strap improves the knee joint proprioception - measured with joint position sense - of the symptomatic leg in athletes with poor proprioceptive acuity .",1
"Note that this procedure is largely independent on varying annotation qualities across genomes , and avoids biases owing to lower gene prediction quality on short sequences , such as the reads used in this study .",0
"A computer-based intervention was acceptable to adolescents and delivery was feasible in the ED in terms of time to use and ease of use .",0
"Chitin , a linear homopolymer consisting of β -- linked N-acetyl-D-glucosamine subunits , plays an important role in mollusc shell formation .",1
"SPI , HR , and MAP are of comparable value at gauging noxious stimulation-CeREMI balance .",0
"The two component system CiaRH contributes to the virulence of suis serotype 2 .",1
"Altogether , our results indicate that nerve terminal content of RIM1α strongly correlates with the release capacity of the nerve terminal measured with FM1-43 , while no such a correlation was found with Munc13-1 .",0
"In the context of the simulations presented here , they show that stent 's strut profile significantly affect the shear stress distribution along the arterial wall .",1
"Many felt the need for more psychosocial information and greater clarity of possible comorbid diagnoses .",0
"Vaginal vault recurrence was not observed in patients receiving intracavitary therapy in addition to external beam therapy .",0
"The results of the current study indicate that taurolidine seems to enhance effectiveness of plaque-removing procedures with plastic curettes and glycine powder airflow .",1
"12 healthy controls and 26 RTX patients were enrolled .",0
"In patients with out-of-hospital cardiac arrest , continuous chest compressions during CPR performed by EMS providers did not result in significantly higher rates of survival or favorable neurologic function than did interrupted chest compressions .",1
"Preoperative pain does not predict the presence of perineural invasion or other pathologic prognostic factors in patients with resectable pancreatic adenocarcinoma .",0
"Overall , trainee pessimism about end-of-life care decreases over time .",1
"Collaborative care has been shown to be clinically effective and cost-effective for older adults with subthreshold depression and to reduce the proportion of people who go on to develop case-level depression at 12 months .",1
"Concerning the needle bore size , too thin needle can induce hemolysis , thus free hemoglobin and other protein concentrations increase in serum and plasma .",1
"The trial is also designed to give answers to additional research questions regarding a possible difference in functional outcome , quality of life and cost-effectiveness .",0
"In subjects also receiving TXA , intraoperative low dose epinephrine infusion did not reduce intraoperative blood loss in THA but calculated 24 h blood loss was reduced by 180 ml compared with placebo .",1
"On the contrary , BPD , minor SEH-IVH and requirement of blood transfusion were significantly associated with lower DQ scores .",1
"This sequence is required for Vpu to antagonize BST2 restriction .",1
"Data from the parental questionnaires was linked to the teacher filled questionnaire using the Form ID number and crosschecked using the recorded date of birth and gender .",0
"Management of LUTS in patients with dementia and associated disorders .",0
"Univariate analysis showed that high peritoneal cancer index , resection with residual disease and high expression of VEGF were negatively correlated with OS after treatment with CRS and HIPEC .",1
"Inactivation of mTOR suppressed the lesion-induced effect but not the initial axon growth , suggesting that a prior injury signal is required .",1
"Cardiac remodeling in the hypertrophied and failing heart is associated with progressive decreases in fatty acid and BCAA oxidation and increases in cardiac reliance on glucose and ketone bodies for energy .",1
"The intensive phase was sufficient to reach clinically relevant targets , but long-term management plans may be required .",0
"These alignments were left out , producing a slight but inconsequential disadvantage for SLAHMMs in that their model set only contained 1573 models .",0
"The JCOG prognostic index was externally validated and can be widely utilized for clinical trials .",0
"Further research is needed before clinical practice recommends vitamin D prescription as treatment for hypertension in the general population .",0
"Moreover , inhalation of GSK2269557 resulted in suppression of sputum IL-8 and IL-6 levels , consistent with the known anti-inflammatory activity of a PI3Kδ inhibitor .",1
"PEG-IFN did not improve the outcome over IFN .",0
"However , the HAT is superior to the NT or HRT for enhancing aerobic capacity .",1
"Data from human and animal studies suggest that gut community structure and function may be influenced by obesity status .",1
"Plasma morphine concentration 1 h after codeine is very low , and related to phenotype .",0
"Previous injections of NA or Phen significantly enhanced the water intake elicited by the injection of ANG II into the SFO .",1
"Association between DBPs and other health effects are still inconclusive .",0
"Effective interventions to implement screening and brief interventions for hazardous alcohol use are urgently required .",0
"Taken together , ADHD is associated with altered WM microstructure throughout the brain .",1
"The ECG changes reflected artifacts caused by activity of muscles .",1
"In Notch1 , removal of aa 290 -- 481 from the Notch1 ECD does not inhibit Notch1 synthesis , trafficking or stability at the plasma membrane .",1
"Our analyses also showed that resting of cells increased the gating difficulties for mMDSC as well .",1
"The primary objective of this trial will be to evaluate the effect of Diaphragm Pacing on survival over the study duration in patients with MND with respiratory muscle weakness .",0
"Similarly , when we plated DRG neurons on the bottom chamber , at a distance from the Schwann cells that precludes contact , the physical separation prevented formation of pseudopods .",1
"Although many attempts have been made to develop specific blockers for NaV 1.8 , the development of type-specific blockers of individual sodium channels has remained challenging due to the similarities among the sodium channels .",1
"Remifentanil produced a fall in blood pressure and cardiac index , mainly as a result of a fall in heart rate .",1
"Personality variables are the most relevant predictors of outcome .",0
"Prevention and identification of children with a high risk of developing T2D could help to improve their cardiovascular health and to reduce the comorbidities associated with obesity .",1
"Our working hypothesis was accepted since activator use improved jaw muscle function .",0
"Informational messages can shift scientifically unfounded views about abortion safety and could reduce support for restrictive laws .",1
"The more intensive the intervention is , the higher the potential for misclassification due to social desirability .",1
"In this initial randomized , double-blind , placebo-controlled trial in patients with atherosclerotic PVD and claudication , bFGF was well-tolerated .",0
"Incorporation of the histone deacetylase inhibitor , suberoylanilide hydroxamic acid , to a culture broth of the endophytic fungus Phoma sp .",0
"In endothelial cells , prolonged hypoxia enhanced expression of the gelatinase MMP-2 .",1
"The intake of fish is associated with a lower risk of cardiovascular disease .",1
"Role of Age and Race in the Risk of Hepatocellular Carcinoma in Veterans With Hepatitis B Virus Infection .",0
"Evaluating mediating variables between an intervention and a primary outcome contributes to our understanding of underlying mechanisms that lead to health behavior change , thus leading to better informed and designed future interventions .",1
"The module authenticates users with appropriate privileges in the medical records system , providing secure access with minimal disruption to their workflow .",0
"The addition of sevoflurane to oral midazolam-ketamine improved the children 's crying behaviour during local anaesthetic administration , and did not increase the occurrence of adverse events .",1
"These results indicate a longitudinal relationship between reductions in cannabis use and improvements in anxiety , depression , and sleep quality .",1
"Although the double-row repair techniques had no difference in initial strength , they may improve healing in high-risk patients by improving the footprint coverage .",1
"The cytochrome P-4503A4 gene has been reported to contribute significantly to human liver microsomal oxidation of sufentanil and alfentanil .",1
"The results suggested that Ganoderma triterpenoids could reduce the accumulation of cadmium in testis tissue , reduce the content of IL-1α, IL-6 , and TNF-αin cadmium poisoning testis , significantly increase the activity of SOD and GSH-Px , decrease the content of MDA , regulate the expression of Bax , Caspase-3 , and Bcl-2 , and reduce the damage of testicular tissue .",1
"Folic acid is a safe and effective supplement that targets large artery stiffness and may prevent isolated systolic hypertension .",1
"The CTrach LMA and SOS rigid laryngoscope are effective , safe alternatives to the GS video laryngoscope for patients undergoing elective cervical surgery .",1
"In addition to identifying stromal MMP13 is an important regulator of the tumor microenvironment and metastasis , these results also suggest that stromal MMP13 may protect against breast cancer pathology under some conditions , a finding with important implications for development of chemotherapies directed against matrix metalloproteases .",1
"This study suggests the utility of considering neighborhood context as an effect modifier of alcohol interventions .",1
"Addition of PIP and PIP2 further stimulates actin nucleation while the inhibitory lipids DAG and PC strongly inhibit this process .",1
"In ectoparasitoid species , venoms often induce paralysis and regulate host development , metabolism and immune responses .",1
"Central PP and augmentation index are markers of arterial stiffness and have been shown to correlate with cardiovascular morbidity and mortality .",1
"However , it remains unknown if these opposite changes in GJCs and HCs also occur in microglia , or if extracellular ATP plays a role in this channel-based communication .",1
"Although most of the drugs induced activation of caspase-3 and 7 in HeLa cells at their respective IC50 s , these effects were distinctly less pronounced when compared to treatment with the conventional chemotherapeutic agent cisplatin .",1
"Only 15.2 % of households that had to be replaced were so because their head refused to participate , minimizing the possibility for selection biases .",1
"We successfully performed the robotic distal subtotal gastrectomy with D2 lymphadenectomy for patient with gastric cancer employing this new teaching method without any transfer errors or system failures .",0
"The human parasite falciparum induces a positive modulation or priming of TLR responses , which in turn results in increased inflammatory cytokine responses after subsequent stimulation .",1
"Thermal processing of foods may induce protein denaturation , potentially leading to altered physicochemical characteristics , digestibility , and allergenicity .",1
"Correspondingly , development of a serious or fatal ADR was the most frequently cited reason for ADR reporting .",0
"SLE patients reported signs and symptoms that could significantly impact their functioning in daily life .",1
"Therefore it is recommended to implement the program at a national level in Saudi-Arabia .",0
"A ccg-9 null mutant produced abnormal morphological spores , suggesting that ccg-9 is involved in developmental morphogenesis of the asexual conidiospores .",1
"Prior substance treatment , longer hospital stay , and mental health should be examined in future linkage studies .",0
"Also , the simulated fluorescent micrographs depict less artifacts such as cell fragments or dye blobs , which can have a high impact on the segmentation performance .",1
"Many pathogens cause diarrhea in pigs , including PEDV , RV , TGEV , and SaV , but PEDV , PKV , and SaV are the main etiological factors in pigs detected in Gansu Province .",1
"In contrast , the ATP pool was affected later than acyl CoA pools , and remained at about one-third of the control values , presumably due to the contribution of glycolysis .",1
"Analysis of the dentinal surface topography was conducted using the 3D Roughness Reconstruction program as a means for assessing erosion .",0
"The study results suggested that a systematic , high-intensity pulmonary exercise programme was a practical strategy when performed preoperatively in patients with lung cancer with risk factors for PPCs .",0
"The CATFISH trial will provide a pragmatic assessment of whether a web-based information technology platform can enhance acceptability of a telephone health coaching intervention for people with prediabetes .",0
"More importantly , haplotype analysis revealed that four haplotypes , AC , GT , GC , and AT , were significantly associated with HCV infection when compared with control subjects .",1
"Reaction time , too , improves across childhood , and , in adulthood and older age , RT is predictive of longevity .",1
"Furthermore , in mammals , two genes , play an important role in human hepatocellular carcinoma , through facilitation of cancer cell growth .",1
"Meanwhile , downstream chemokines regulated by NF-κB including MIP-1α and MIP-1α show increased expression levels .",1
"Neither ABCB1 nor PON-1 genotypes significantly influenced platelet reactivity or outcome .",1
"The inactivation of GSK3α in OSCC may behave like an oncogene , and its gradual and sustained inactivation may promote oral cancer .",1
"The ER lumenal Hsp70-type molecular chaperone , immunoglobulin heavy-chain binding protein , together with its membrane resident co-chaperone Sec63 facilitates channel opening in a precursor specific manner .",1
"RYGB resulted in more stable weight loss but was associated with higher readmission rates .",1
"Secondly , chemotherapy may induce novel genetic mutations in EGFR or other unknown associated genes that regulated resistance to TKI .",1
"By combining a new protocol that enables brood care by individually isolated nurse bees , detailed behavioral observations and automatic high-resolution monitoring of locomotor activity , we found that isolated nurses tended capped brood around the clock with attenuated circadian rhythms .",0
"Brefeldin A may therefore prevent IFN-α from being secreted and thus from inducing MIG .",1
"Mean wind speed recorded at the level of 10 m a.g.l. during the measurement campaign in Polana Izerska was equal to 4.7 ms. The synoptic situation changed on 8 July 2015 , when the study area was under the influence of a low pressure system and accompanying atmospheric fronts .",0
"Also , as often only the P - value is of interest , a branch and bound formulation of the new algorithm might lead to a significant speedup in practice .",1
"In infants with few risk factors , progressing to S2P at 3 to 6 months after the Norwood procedure was associated with maximal TFS .",1
"To investigate whether the abundance of 11-hydroxysteroid dehydrogenases 1 and 2 and cortisol as well as the insulin signaling pathway are altered in PCOS endometrium and to clarify the relationship between endometrial IR and local cortisol .",0
"In the United States , smoking menthol cigarettes appears to be associated with reduced cessation success compared with non-menthol smoking , especially in African American females .",1
"This study demonstrated that R-CHOP , when compared with CHOP alone , could not improve the RFS and OS of patients with DLBCL .",1
"However , detailed data analysis suggests that methyl B12 may alleviate symptoms of autism in a subgroup of children , possibly by reducing oxidative stress .",1
"This study showed that patients carrying mutations in the Seipin gene had increased proportions of saturated fatty acid in their lipids , indicating decreased SCD activity and decreased size and abundance of lipid droplets .",1
"Cereal supplemented with prebiotics was not associated with any change in diarrhea prevalence , use of health care resources , or response to influenzae type B immunization .",1
"With the Cancer Aftercare Guide being an effective , low-intensive , and easy accessible intervention , it could serve as a first step in stepped care for needs assessment and initial support for psychosocial problems that are present after cancer treatment .",0
"This finding suggests that a miR-142-3p may not influence RICTOR under the tested conditions , b miR-142-3p may influence RICTOR protein levels by blocking RICTOR translation , or c other mechanisms besides miRNA regulation may influence RICTOR expression .",1
"This present study demonstrates that these natural compounds deserve further evaluation for the treatment of infections caused by acnes and aureus , and LC-PUFAs could be applied in combination with some currently available treatments to enhance therapeutic efficacy .",1
"Statin use was not statistically significantly associated with progression to late AMD in the AREDS2 participants , and these findings are consistent with findings in the majority of previous studies .",1
"However , this compromises the physico-mechanical properties of the wood particleboards produced with the modified resins , resulting in high amounts of free formaldehyde and lower internal bond strength .",1
"Conserved histidine and glutamic acid residues in the periplasmic domain of PmrB are required for signalling in response to mild acid pH .",1
"In evaluating data from a study of the effects of anticoagulation therapy , we found approximately 1 of every 12 MGIB events to be related to an occult cancer .",1
"This difference was not clinically meaningful .",0
"In this cohort of patients with liver cirrhosis and no manifest HE , the CRT identified a group in whom cognition improved with intensive anti-HE intervention .",0
"According to the literature review , we claim that this is the first report about the vagolitic effect of Zolpidem in PVS cases .",1
"Taken together , it appears as though ensuring message content is targeted to the specific population 's beliefs and motives is of importance when developing behavioral change intervention material .",0
"The association of TGF-beta 1 with FPG possibly links poor diabetic control to vascular damage , leading to diabetic complications .",1
"However , lytic activity was only observed in the cell lysates of the catalytic domains , probably due to either a lower specific activity or a lower protein concentration of the purified truncated proteins .",1
"These results are in agreement with the cytotoxicity findings which suggested that Colo320 cell line is more sensitive to L-OHP than HT-29 .",0
"Our analyses show that cash transfers improve retention in prevention of mother-to-child transmission services mainly by mitigating the negative effect of not having money to come to the clinic .",1
"However , given the direct relationship between higher disease activity and progression , assessing response to treatment as improvement in activity or symptoms seems an adequate approach to use in studies .",0
"Metabolic syndrome was defined by the Joint Interim Statement , and sleep quality and quantity by the Sleep Disorders Questionnaire .",0
"We compared the data generated by inter - and intragenomic phylogenetic footprinting and found 18 CNMSs highly conserved in both orthologous and paralogous sequences .",0
"The study has significant clinical implications , providing a simple behavioral tool that can be used to decrease and prevent psychopathology .",1
"PROMs add up to a composite score that directly reflects changes in outcomes of immediate importance to patients on a daily basis , such as pain , sleep , fatigue , functional impairment and quality of life .",0
"The TAC regimen with G-CSF support provides shorter adjuvant treatment duration with less toxicity .",0
"There is evidence that lipid abnormalities are associated with urinary albumin excretion in patients with diabetes .",1
"This should lead to greater efficiency and shorter trial durations .",1
"Bleed rates are usually monitored by self-report .",0
"The association between symmetry and important biological variables further supports the possibility that symmetry is a marker of system integrity , and that correlations between symmetry and RT deserve exploration .",0
"Plasmodium yoelii - infected erythrocytes induce a broad inhibitory effect rendering DC non-responsive to ligands for TLR2 , TLR3 , TLR4 , TLR5 , TLR7 and TLR9 .",1
"We identified 2350 trans-eQTLs , more than 80 % of them were found to have cis-associated eGenes .",0
"Individualized diabetes education is more effective than group education in facilitating the control of type 2 diabetes .",1
"The collected fractions from papain after 8 h hydrolysis and bromelain after 7 h hydrolysis effectively inhibited growth of aureus and coli , respectively , while fractions of 1 h bromelain hydrolysis effectively inhibited the growth of Pseudomonas sp .",1
"They included eight trials comprising a total of 37485 individuals and found that lowering homocysteine levels by about 25 % for a mean of five years was not associated with significant beneficial effects on CVD events .",1
"When used as an adjunct , SDDK administered at 0.3 mg and kg over 15 min resulted in safe and effective analgesia for ≤ 30 min in patients who presented with acute pain in the ED .",1
"The tissues were then treated with proteinase K at 37 degrees C overnight , as proteinase K enables extraction of almost the same amount of RNA from FFPE specimens as from fresh frozen samples .",1
"They thought that social support from their friends played an important role in enhancing a sense of psychological health and reducing negative feelings .",1
"We also note that some widely-used inbred strains of laboratory mice lack enzymes required to synthesize melatonin , a hormone produced in the pineal gland that is thought to play a key role in transmitting circadian cues in humans and zebrafish .",1
"The clinical and radiologic findings rapidly reversed with intravenous corticosteroids and mannitol within 24 hours , and her mental status improved to baseline.Her course was complicated by 2 episodes of recurrent encephalopathy when corticosteroids were tapered .",1
"Nowadays , since the introduction of induction therapy and the utilization of newer maintenance immunosuppressive agents - such as mycophenolate mofetil and rapamycin - it is possible to achieve an excellent calcineurin inhibitors - free regimen .",0
"In particular , poor knowledge was highly prevalent and associated with wanting antibiotics .",1
"The benefits that have previously been observed in developer-led trials were not found in this large pragmatic RCT .",0
"We examined expression patterns in the COAD cohort of 286 tumors compared to 41 normal samples and revealed that VDR bound genes were significantly positively correlated to VDR expression compared to the background transcriptome , suggesting direct regulation by VDR .",1
"This implies that anaesthetic technique alters the serum molecular milieu in ways that may affect breast cancer cell function , possibly by altering anaesthetic and opioid drug administration and resultant pain scores .",1
"These effects of alcohol on social cognition likely enhance sociability .",1
"This therefore suggests that the chalybeum extract also increases the sensitivity of the insulin receptors to the effects of insulin .",1
"At present , it is not known how heavily , for example , the Cretaceous-Paleogene mass extinction event affected the diversity of Lepidoptera .",1
"While handedness is unlikely to explain the lateralization of our results , given that our groups did not differ on handedness , our groups did differ on vocabulary skills , and language deficits have been suggested to play a role in disruptive behaviour disorders such as ODD .",1
"HbA1c levels were determined by Abbott ARCHITECT c16000 System via immunoturbidimetric method .",0
"Their oncogenic potential has also been reported to be associated with cell proliferation , apoptosis , migration , and invasion and angiogenesis .",1
"ChCs originate during the latest stages of cortical neurogenesis and then migrate through defined routes that lead to a specific laminar distribution in the cortex .",1
"When evaluated as binder-free anodes of LIBs , the ternary nanocomposite delivers an ultrahigh reversible capacity of 1165 mAh g-1 after 100 cycles and outstanding rate and cycling performance , which are among the best results of the previously reported SnS2 electrodes .",0
"Cancer 2017123:1018 -26 .",0
"Weight stabilization is not affected by diet composition , sex , race , age , or baseline weight .",1
"Moreover , MMP-13 has been shown to degrade decorin , a proteoglycan known to be a key regulator of collagen I fiber diameter .",1
"We report that BST2 and Vpu are present in LC3-positive compartments .",0
"MAGEC1 helps cancer cells in multiple myeloma to escape from immune-surveillance , and its expression stimulates proliferation of cancer cells .",1
"Recent studies have shown that TGM2 promotes drug resistance and invasion by inducing a stem cell-like phenotype in ovarian and breast cancer .",1
"Furthermore , comparison between the two groups of physicians leads to the conclusion that the ABI measures taken by the GPs are just as accurate as those taken by the angiologists .",1
"In pilot tests , clinical practices assisted in improving the portal interface .",0
"Multidisciplinary treatment approaches consistent with the biopsychosocial model of pain should provide significant advantages if targeted to profiles such as those in our OA sample .",0
"In phase I studies in humans , this vaccine has induced high immune responses in previously BCG-vaccinated individuals .",1
"The exposure of these cells to different concentrations of L-OHP prior to irradiation reduced significantly the length of the comet tails , due to the formation of L-OHP-DNA cross-links .",1
"DC maturation can also be induced by activation of the inflammasome , which can be triggered by different molecules , such as alum or uric acid .",1
"Early shifting of ELBW infants for KWC is very efficacious and cost-effective intervention when compared to IIC .",0
"Supplementation with 1.5 g n-3 fatty acids and d from fish does not substantially suppress the number of PVCs in a patient population with frequent PVCs .",1
"The moderate rate of ambiguous x-ray interpretations in NH residents is likely a combination of the poor quality of portable x-rays , a high prevalence of chronic lung conditions , and conservative decision making by radiologists whose interpretation is based on little clinical information and a suboptimal quality film .",1
"A drain tube can lead to pain , anxiety and discomfort during the postoperative period .",1
"Exceptions were AI Curvature e and PI Curvature e , their extremely high COVs are due to the proximity to zero of the mean value of the parameters and its sensitivity to changes .",1
"We demonstrate that taking quality scores and other information about the biases in the experimental data into account can improve the sensitivity while providing an accurate mapping quality estimation .",1
"Cancer and its treatments are often associated with adverse physical and psychological effects that can persist for months or years after treatment .",1
"Four patients from treatment arm dropped out due to infliximab infusion reaction and 12 patients dropped out from the control arm .",1
"Serum levels of IGF-1 for each sample were measured in duplicate by the enzyme-linked immunosorbent assay method using human IGF-1 .",0
"Many children with detectable low-level viraemia spontaneously resuppressed , highlighting the importance of confirming virological failure before switching to second-line therapy .",0
"We present a case of 66-year-old female patient who has been treated by both conventional and Chinese traditional medicine after diagnosis was confirmed in 2008 as MS and antiphospholipid syndrome associated with CNS vasculitis .",0
"This intervention demonstrated that , with support , SDCs can help all children in attendance to accumulate their daily recommended 60min MVPA .",0
"Another potential explanation for the lack of the response to irradiation could be the presence of some free radical scavengers that might have contributed to the resistance to irradiation .",1
"This reduction in deoxygenated Hb leads to a reduced magnetic susceptibility and an increased MR signal , which is known as the BOLD response .",1
"Both IMT and EMT must be implemented in pulmonary rehabilitation programs in order to achieve improvements in pulmonary function test , respiratory muscle strength , blood oxygenation , and 6-min walking distance .",0
"Nonetheless , larger controlled studies with longer treatment periods are necessary .",0
"This in vivo study highlights the potential ability of suramin to treat CHIKV infection in clinical settings .",1
"Both morning and evening dosing of LTFC were effective in lowering diurnal IOP in patients with POAG .",1
"We hypothesized that increasing levels of proteinuria would be associated with alterations in dyslipidemia and dysglycemia in patients with DM and CKD .",0
"Perchlorate can impair thyroid function by inhibiting the uptake of iodide , thereby reducing the amount of iodide stored in the thyroid and available for hormone production .",1
"By experimentally suppressing dispersal limitation , we provide evidence that , at least during the duration of the experiment , individual tree cowns in a contiguous forest canopy can be habitat islands for bark mites living on peripheral branches , and dispersal limitation is in part determined by species body size .",0
"The addition of clindamycin doubles the likelihood of diarrhoea within the first few days .",1
"Increased levels of C-reactive protein and total IgM concentrations in cord blood have often been used as a screening method for infectious disease in the fetus and the newborn .",0
"The algorithm works by clustering trajectories in phase space , and iteratively minimizing a distance metric .",0
"In women treated with combined teriparatide and denosumab therapy , BMD increases at the distal radius were associated with less suppression of bone turnover .",1
"The physical and mental component summary measures of the SF-36 were also examined .",0
"RNA was extracted and expression of atherosclerosis related genes was determined by Atherosclerosis quantitative RT-PCR array analysis .",0
"Possibly the polyphenols and DF contributed to the beneficial effects .",1
"For each group , SBpipe generates N 1000 independent parameter estimations using Particle Swarm optimisation algorithm as implemented in COPASI .",0
"Their main source of social support was from those who had similar experiences associated with immigration such as other Korean immigration students and Asian immigrant students .",0
"Novice trainees are inaccurate self-assessors of their endoscopic skills before training .",0
"NUMTs in nine plant species were analyzed to reveal the integration patterns and possible factors involved .",0
"EA combined with 2.2 mg kg-1 epidural lidocaine provides better antinociceptive effect than 4.4 mg kg-1 epidural lidocaine alone in goats .",1
"Microsatellites are extremely common in plant genomes , and in particular , they are significantly enriched in the 5 noncoding regions .",0
"The self-care intervention demonstrated dominance in lowering costs without sacrificing quality-adjusted life-years .",1
"From an antibiotic stewardship standpoint , the apparent solution is to more closely rely on clinical signs and symptoms for diagnosis of pneumonia and to place less emphasis on the role of the chest x-ray given the high number of unclear readings .",0
"Depressive symptoms in OSA may be treated by modulating the sleep architecture and sleep quality .",1
"Large observational studies show a weaker , yet similar association , but they have not largely accounted for the change in vitamin D levels over time .",0
"The increase in the variance around the progression scores resulted in similar effect sizes for both methods , showing that the higher mean progression of the RASSS is offset by the increased noise .",1
"Moreover , little is known about the molecular alterations associated to high WT1 levels that can be responsible for its poor prognostic impact .",1
"We conducted a planned secondary analysis of 2 prospectively enrolled cohorts of the National Emergency X-Radiography Utilization Study chest studies , which evaluated patients with blunt trauma who were older than 14 years and received chest imaging in the emergency department .",0
"Fatigue appears to provide some information that does not overlap with the core set of outcome domains in PsA .",0
"Initially , the solvent that can stabilize SOA epimers was systematically screened , and acetonitrile was used to dissolve and as the modifier in SFC. Then , key parameters of ultra-high performance SFC , comprising stationary phase , additive in modifier , column temperature , ABPR pressure , and flow rate , were optimized in sequence .",0
"www.ClinicalTrials.gov : NCT01949090 .",0
"Recommending dietary fat reduction may have untoward effects on breast cancer risk .",1
"Genetically , chloroquine and amodiaquine resistance has been linked to falciparum chloroquine resistance transporter gene from different parts of the world , as well as mutations in falciparum multidrug resistance 1 .",1
"Secondary analysis suggested that NAC might have some benefit in reducing anxiety symptoms in treatment-resistant OCD patients .",1
"Increased KRT18 expression has been reported to inhibit cytokine-induced death of cervical cancer cells but there are no evidences about the role of KRT18 in L-OHP-induced resistance in CC .",1
"The CHRNA5 genetic risk synergized the effect of partner smoking , producing an especially low likelihood of successful smoking reduction in two complementary studies .",1
"Pain measures as brief as 2 or 3 items that provide a single score are responsive in patients with cancer-related pain .",0
"HRT can be an effective treatment for TTM in youth .",1
"Optimization of stent expansion performance : For balloon-expandable coronary stent , non-uniform expansion along its length often occurs and leads to dogboning effect .",0
"Overall vaccination rates were low , highlighting the need for patient education and innovative techniques to improve vaccine acceptance .",1
"This study corroborates a previous study by the same authors that showed equally good results in clinical outcome and gait between the conventional single radius and medial pivot designs under stringent testing conditions .",0
"Spontaneous and voluntary reporting of suspected ADRs generates signals about rare , delayed and unexpected drug reactions that are undetected in the initial phases of drug development under-reporting is a major limitation of all ADRs are reported .",1
"Bacterial infection and ectopic expression of EspL leads to rapid inactivation of RIPK1 , RIPK3 , TRIF and ZBP1 and DAI and inhibition of tumour necrosis factor , lipopolysaccharide or polyinosinic : polycytidylic acid - induced necroptosis and inflammatory signalling .",1
"Thus , we tested the possibility of PmrD participating in the PmrA-dependent response to acidic conditions , and thus contributing to the pbgP transcription remaining in a pmrB mutant .",0
"The anatomic short stem achieved its design purpose in terms of proximal fixation and load transfer and led to better preservation of the proximal femur .",1
"The pilot study confirmed that tai chi qigong with elderly neighborhood volunteers is a safe and feasible social intervention for hidden elderly .",0
"In the sub-Saharan African region , though neonatal encephalopathy and birth related complications are thought to be responsible for nearly a quarter of all neonatal deaths , the bulk of neonatal deaths is thought to be due to infectious causes .",1
